meanfreq,sd,median,IQR,skew,kurt,mode,centroid,dfrange,label
0.159530491,0.075273104,0.146853147,0.117972028,1.993500516,6.870351177,0.133636364,0.159530491,2.6015625,male
0.167648361,0.067219927,0.157239513,0.073504736,1.93606513,6.334625799,0.134506089,0.167648361,0.59375,male
0.172436386,0.071504543,0.145620438,0.119562044,4.504440541,31.07841702,0.135912409,0.172436386,0.421875,male
0.162981116,0.065952332,0.142770664,0.072689173,4.344838338,26.58960548,0.137555297,0.162981116,0.6796875,male
0.170209848,0.072023008,0.146003899,0.117076023,2.745951338,11.78429743,0.132358674,0.170209848,0.90625,male
0.171400807,0.068428139,0.145321955,0.114910784,2.930439972,13.72613482,0.137067494,0.171400807,0.6875,male
0.146886154,0.068160816,0.12146675,0.116246116,2.603394147,13.26585098,0.121292728,0.146886154,4.171875,male
0.166763785,0.064488516,0.160123648,0.112735703,2.117203042,8.939176207,0.121391036,0.166763785,2.8125,male
0.153691861,0.066495859,0.145158831,0.112426938,2.352593909,13.90793203,0.121321474,0.153691861,4.640625,male
0.168011339,0.068873401,0.167917889,0.112082111,2.319626258,8.564218273,0.121319648,0.168011339,0.6171875,male
0.148281383,0.068117184,0.129892781,0.10547534,3.268474946,22.89644491,0.121286633,0.148281383,5.21875,male
0.158595955,0.066216652,0.133302217,0.113372229,3.019164195,17.53642513,0.121213536,0.158595955,1.328125,male
0.163643182,0.070030717,0.14412111,0.116804037,1.699528754,7.628756036,0.121278385,0.163643182,0.640625,male
0.158656925,0.067564057,0.161061947,0.114744724,1.939662533,8.20383208,0.121225323,0.158656925,6.875,male
0.13789282,0.072420663,0.119852399,0.114169742,2.010993302,10.26207404,0.059926199,0.13789282,4.6328125,male
0.142715585,0.074163591,0.127850099,0.117357002,1.55226944,7.230187946,0.060197239,0.142715585,4.65625,male
0.135052914,0.072095147,0.112927013,0.112716328,3.421779437,19.1332173,0.102603461,0.135052914,4.4296875,male
0.14146076,0.072861395,0.124879288,0.11047014,2.264114987,13.0822968,0.060127065,0.14146076,5.1484375,male
0.141280115,0.074404048,0.13420617,0.11145222,2.052550657,10.94130568,0.060045147,0.141280115,5.7890625,male
0.153851203,0.072191575,0.144592094,0.117039529,1.75889252,7.132438447,0.060050463,0.153851203,2.6953125,male
0.145640705,0.077006409,0.137947214,0.12398827,,,0.059941349,,5.421875,male
0.144858407,0.076591817,0.135571776,,2.797501935,29.5536466,,0.144858407,4.984375,male
0.121683363,0.086850112,0.118237046,0.184609887,2.062324056,8.465573513,0.117903514,0.121683363,3.71875,male
0.135649932,0.086412331,0.126722455,0.178856346,1.388276328,5.00901655,0.114811715,0.135649932,4.2890625,male
0.100399417,,0.081725176,0.100260782,0.529583803,2.068455491,0.011654965,0.100399417,4.3359375,male
0.125087547,0.080116695,0.114191121,,2.377389656,,,0.125087547,4.2890625,male
0.143486162,0.070275487,0.123868797,0.109503785,,6.661533402,0.106442389,,4.46875,male
0.14319683,,0.125352798,0.136423358,1.936126532,7.989100746,0.113090024,0.14319683,4.5625,male
0.145532381,0.087864043,0.129720598,0.144821313,1.458798837,5.010379366,0.115893437,0.145532381,4.96875,male
0.162065429,0.084432291,0.143149016,0.137113402,1.578563282,5.179448806,0.268978444,0.162065429,4.5703125,male
0.142961233,0.083106899,0.129292352,0.130092924,,,0.112480343,,2.7109375,male
0.141153447,0.080922189,0.124304933,0.125089686,1.724297837,6.313516506,0.109394619,0.141153447,4.0546875,male
0.167334035,0.047177727,0.161802155,0.045249755,3.961908362,24.41962179,0.16619001,0.167334035,6.796875,male
0.167850312,0.052593589,0.163262195,0.061890244,1.919229523,7.131328753,0.166890244,0.167850312,6.5,male
0.185098439,0.054289442,0.176771888,0.070208457,1.60173918,5.223786332,0.165265039,0.185098439,5.1328125,male
0.167761538,,0.15993403,0.075272128,2.531500396,11.50948543,0.126838922,0.167761538,6.8359375,male
0.171093502,0.061286735,0.14869138,,2.789593353,13.53751456,0.129557838,0.171093502,0.671875,male
0.167083054,0.064425673,0.181705115,0.113179539,1.870943526,8.381557142,0.09225677,0.167083054,4.984375,male
0.200830145,0.053066217,0.210058873,0.050866274,1.840901444,6.006800909,0,0.200830145,5.5234375,male
0.137095643,0.066633153,0.102873481,0.112080057,4.07821686,25.66321559,0.084260186,0.137095643,2.1640625,male
0.190324563,0.051695724,0.191410419,0.063684879,1.461858806,,0,0.190324563,6.7109375,male
0.187139453,0.056499407,0.176109385,0.1045867,1.411153314,4.149301675,0.16619018,0.187139453,6.515625,male
0.184354869,0.055493941,0.183430657,,1.588013858,8.990048203,0,0.184354869,6.9921875,male
0.200041812,0.055815131,0.210792138,0.076879095,2.926780705,15.2537868,0.24064324,0.200041812,6.234375,male
0.175681868,,0.173151025,0.066824114,1.759852944,6.471363967,0,0.175681868,6.5546875,male
0.184850897,0.062446727,0.189809403,0.104777637,1.661060846,10.89410786,0,0.184850897,6.6484375,male
0.182630135,0.048974549,0.176618005,0.056885645,1.628578866,5.586837138,0.185474453,0.182630135,6.6796875,male
0.196463262,0.057606383,0.204407065,0.092312868,1.197040616,4.109993679,0,0.196463262,6.4453125,male
0.191310915,0.057122814,0.208774796,0.095565928,6.995045482,112.6479884,0.090011669,0.191310915,0.3359375,male
0.19600602,0.053930062,0.203383897,0.085274212,4.038263467,50.59146239,0.090011669,,0.28125,male
0.191461682,0.05186218,0.202495127,0.075503574,,45.86416062,0.09005848,0.191461682,0.5625,male
0.193769347,0.058334877,0.206197827,0.093493425,5.251239064,74.42649286,0.089971412,0.193769347,0.5625,male
0.194920925,0.056284804,0.208430493,0.094170404,6.983667487,116.9593093,0.090089686,0.194920925,0.2734375,male
0.193808189,0.054969105,0.202232811,0.088631722,4.057908575,44.44703926,0.089965963,0.193808189,1.9765625,male
0.193588997,0.052350651,0.201535948,0.071830065,5.417712763,66.0911654,0.090130719,0.193588997,3.234375,male
0.198295356,0.054554303,0.214516129,0.081085044,3.844959386,33.68011344,0.090117302,0.198295356,2.0625,male
0.198778046,0.05675451,0.210615836,0.081906158,6.230334767,85.99679162,0.090117302,0.198778046,0.328125,male
0.206312235,0.054641792,0.218515815,0.094525547,3.957725499,34.3191654,0.090097324,0.206312235,0.2890625,male
0.117777703,0.079527567,0.111176471,0.150088235,23.53806144,671.8342411,0,0.117777703,0,male
0.105782027,0.081246862,0.102789243,0.165478424,27.95290068,903.789086,0,0.105782027,0,male
0.107009364,0.081312548,0.10278751,0.163777609,24.7051185,714.6968949,0,0.107009364,0,male
0.119006303,0.083082514,0.106213873,0.154566474,,812.2040859,0,0.119006303,0,male
0.082525588,0.080917867,0.06124491,0.121349622,15.8910016,402.9326102,0,0.082525588,0.0078125,male
0.130673638,0.082881544,0.116964177,0.122574378,27.7051186,896.650347,0,0.130673638,0,male
0.096725277,0.083799544,0.086858639,0.155575916,20.30714636,577.3697762,0,0.096725277,0.015625,male
0.119976656,0.081470648,0.109892473,0.132473118,22.40086595,560.1227893,0,0.119976656,0,male
0.106860842,0.086955451,0.10067086,0.177861635,23.86044523,615.5273912,0,0.106860842,0,male
0.100905502,0.080507739,0.098245614,0.147641326,22.64938378,592.5633813,0,0.100905502,0,male
0.169505759,0.066930404,0.140970537,0.118162912,2.384671522,10.23994843,0.133934142,0.169505759,0.828125,male
0.163313106,0.064859684,0.149953632,0.115332303,1.801983649,6.461428413,0.116846986,0.163313106,0.65625,male
0.160925335,0.068626553,0.173488915,0.112392065,2.67033497,12.89599691,0.096872812,,6.3359375,male
0.164859947,0.067179041,0.148100749,0.110170184,,6.96166172,0.14162015,0.164859947,3.3125,male
0.177427698,0.067854979,0.163195266,0.125088757,1.85887734,6.621257836,0.130887574,0.177427698,2.5703125,male
0.176685284,0.058485963,0.161784897,0.104439359,1.730253106,6.672647883,0.113089245,0.176685284,0.2421875,male
0.179028926,0.065368498,0.164453524,0.121266599,2.141880482,8.49310285,0.126414709,0.179028926,5.7734375,male
0.166353449,0.062439847,0.149581205,0.108968335,1.762844907,6.110980923,0.114116445,0.166353449,0.375,male
0.173756783,0.065038729,0.166648794,0.124110813,2.156018347,7.980531233,0.126613047,0.173756783,5.7890625,male
0.168023268,0.063307437,0.145769554,0.114213625,2.009765771,7.938203219,0.108561817,0.168023268,0.359375,male
0.169352533,0.068167747,0.14283671,0.123480334,2.038744662,7.546507431,0.120476758,0.169352533,5.5859375,male
0.130410979,0.093199206,0.135239567,,27.79818155,834.8009163,0,0.130410979,0,male
0.116779075,0.085695072,0.131991525,0.14029661,23.35982846,595.744374,0,0.116779075,0,male
0.10716189,0.08495081,0.114280763,0.135389948,24.17367566,665.1498054,0,0.10716189,0.0078125,male
0.131099727,0.078964943,0.149948007,0.079584055,25.39335957,710.1358714,0,0.131099727,0,male
0.126194803,0.084571297,0.140900643,0.133095068,28.38535483,880.5637852,0,0.126194803,0.4375,male
0.107129883,0.084279163,0.095355286,0.143639515,23.98783876,658.3050241,0,0.107129883,0,male
0.164801332,0.070558618,0.175711061,0.131467269,18.84960322,459.5172922,0.060045147,0.164801332,0,male
0.174842857,0.066636271,0.191033138,0.118804418,12.56854236,274.0508417,,0.174842857,0.640625,male
0.164958845,0.073334801,0.173655049,0.140625559,17.57440469,396.0174149,0.060053619,0.164958845,0.4375,male
0.162515085,0.076269221,0.172964728,0.150009533,,392.9543438,0.060057197,0.162515085,0,male
0.1723464,0.072829239,0.184861228,0.143885618,15.81225162,348.9896304,0.060050463,0.1723464,0.1796875,male
0.167705128,0.070774462,0.17944212,,17.94848782,416.1836382,0.059944212,0.167705128,0.140625,male
0.16862254,0.069783277,0.182238443,0.129610706,15.48038791,351.4442736,0.060121655,0.16862254,3.09375,male
0.166402126,0.076585194,0.172627119,0.153347458,15.86218362,307.0350818,0.060211864,0.166402126,0,male
0.169081838,0.070911707,0.178467824,0.123840654,12.38536886,235.7106685,0.060061287,0.169081838,0.203125,male
0.160199487,0.070317494,0.165680473,,16.49595499,,0.060197239,0.160199487,0.171875,male
0.200814728,0.053800182,,0.08712766,1.743361403,7.191200241,0.222473404,0.200814728,4.09375,male
0.208676975,0.05269832,0.226468136,0.074544372,2.08208152,7.898269743,0.230470518,0.208676975,6.109375,male
0.214956445,0.053447128,0.236923077,0.079562842,2.156406936,,0.239041614,0.214956445,6.3046875,male
0.211484996,0.053870578,0.232935154,0.093174061,2.284524448,10.18895788,0.248583618,0.211484996,5.03125,male
0.20692432,0.053096175,0.22656183,0.080257327,2.907052707,15.20252279,0.238170122,0.20692432,5.859375,male
0.107825211,0.080407475,0.10079058,0.150243902,2.029541637,8.709018071,0.012716569,0.107825211,0.9765625,male
0.115866233,0.081730356,0.099496256,0.146766508,1.885670842,8.933405627,0.006671205,0.115866233,0.6328125,male
0.113203353,0.077958396,0.102393617,0.144095745,1.701253766,6.863101923,0.003351064,0.113203353,3.1328125,male
0.085150614,0.079647772,0.06962766,0.116170213,2.883271184,11.89447399,0.005212766,0.085150614,4.28125,male
0.115618688,0.077059979,0.102809266,0.138689009,2.053250584,8.190790788,0.0979793,0.115618688,4.328125,male
0.113315913,0.077888214,0.104962244,0.138338727,1.398775517,5.024128632,0.00407767,0.113315913,4.5625,male
0.119213317,0.078285722,0.103415409,0.135663225,1.98550958,8.394248005,0.09807784,0.119213317,4.3828125,male
0.105493079,0.082376205,0.091791614,0.151207116,3.258646166,19.92000339,0.004447268,0.105493079,0.7109375,male
0.108456021,0.079489194,0.10058651,0.145131965,2.213992952,10.44753356,0.006979472,0.108456021,0.6171875,male
0.099853981,0.080102053,0.087670851,0.140781032,2.425280561,11.18196148,0.009958159,0.099853981,1.6328125,male
0.145026456,0.084038387,0.144606181,0.124785643,28.45025021,992.9338204,0,0.145026456,0.3828125,male
0.138468277,0.08584757,,0.153891951,27.28409318,910.9444009,0,0.138468277,0.4296875,male
0.09791506,0.085508254,0.078153409,0.172613636,22.78488267,656.4906047,0,0.09791506,0.515625,male
0.136481726,0.079757207,0.133596674,0.131850312,,6.490301654,0.144074844,0.136481726,4.84375,male
0.135724315,,,0.177591436,22.85102818,611.3035241,0,0.135724315,0,male
0.105873231,0.08975538,0.097245509,0.173892216,24.26769267,678.3353553,0,0.105873231,0.390625,male
0.112636549,0.085917277,0.103882979,0.172207447,28.20161643,897.422258,0,0.112636549,0.4375,male
0.116288598,0.089218425,,0.181713222,22.55522389,592.1893806,,0.116288598,0.5234375,male
0.11328765,0.084485439,0.104602273,0.172215909,27.10352821,827.5671305,0,0.11328765,0,male
0.122448465,0.086267943,0.111621622,0.166297297,26.05466401,798.0715316,0,0.122448465,0.375,male
0.174297912,0.072622833,0.178299845,0.142380216,15.55340374,331.37748,0.059938176,0.174297912,0.7578125,male
0.164973473,0.072853663,0.177029388,0.141223193,17.57498642,410.65573,0.060047657,0.164973473,0.34375,male
0.165807663,0.06985103,,0.124098491,17.68789675,415.8824624,0.060047657,0.165807663,0.4609375,male
0.155057253,0.072210044,0.160893655,0.133619303,,453.2396482,0.060053619,0.155057253,0.046875,male
0.170310011,0.073088435,0.176289708,0.14747141,18.96949871,460.2612499,0.059949174,0.170310011,0.375,male
0.163180094,0.068044544,0.177170543,0.117209302,21.57970496,598.3926403,0.060096899,0.163180094,0.625,male
0.161740724,0.071970795,,0.138346799,22.49760827,623.5630956,0.06003729,0.161740724,0.59375,male
0.160984675,0.071163182,0.172530414,0.125693431,22.86886782,602.7161515,0.059951338,0.160984675,0,male
0.169875811,0.073346074,0.180587768,0.144336775,17.00408866,394.9695064,0.060047657,0.169875811,0.6796875,male
0.171829295,0.071932805,0.180107207,0.140583681,19.30579434,514.178305,0.060035736,0.171829295,0.1796875,male
0.168957754,0.072075464,0.196720686,0.114242135,2.765167809,16.42982128,0.050181125,0.168957754,4.9921875,male
0.166469398,0.077571464,0.179002933,,3.341124012,34.4856255,0.050087977,0.166469398,6.5234375,male
0.147872771,0.087380251,0.17518617,0.156755319,,,0.050079787,0.147872771,5.2265625,male
0.148742418,0.086259927,0.173049853,0.149237537,3.037177358,27.72348312,0.050087977,0.148742418,5.234375,male
0.138676549,0.088189211,0.156627566,0.162785924,3.892380733,44.07791572,0.050087977,0.138676549,3.6015625,male
0.150704949,0.087127145,0.174299333,0.156415634,2.603950831,22.32889894,0.050181125,0.150704949,5.5546875,male
0.154305636,0.084789505,0.175558511,,2.820346526,28.79817065,0.050079787,0.154305636,6.9921875,male
0.154811854,0.083201832,0.175923754,0.129120235,3.309896698,30.95627778,0.050087977,0.154811854,4.8046875,male
0.16710528,0.074807149,0.190605854,0.11493533,3.10115379,27.28649751,0.05012934,0.16710528,5.375,male
0.18881488,0.070484528,0.163710895,0.123538296,2.198545123,10.7834387,0,0.18881488,0.390625,male
0.134961588,0.062047084,0.111387721,0.10079058,2.317095318,9.072178719,0.104793944,0.134961588,4.2578125,male
0.142010214,0.067119378,0.116300448,0.106569507,3.133692606,15.17880037,0.08396861,0.142010214,4.6484375,male
0.141046606,0.065363307,0.109745763,0.109745763,2.902501486,13.21178034,0.101144068,0.141046606,0.1328125,male
0.146683933,0.066241093,0.120098039,0.119411765,1.935967796,7.154134621,0.09996732,0.146683933,3.640625,male
0.134105721,0.064398543,0.109854015,0.095547445,2.874535141,13.64845635,0.0856691,0.134105721,3.375,male
0.137295009,0.065283349,0.112982456,0.104249513,,13.82778502,0.083508772,0.137295009,4.578125,male
0.141913032,0.064111088,0.117290242,0.114505904,2.762945233,14.43691229,0.083356122,0.141913032,4.1953125,male
0.139332701,0.063610933,0.114607843,0.107973856,2.297272792,9.172248472,0.101797386,0.139332701,3.75,male
0.134991571,0.063945217,0.107268107,0.101041931,2.634624639,11.23616147,0.083964422,0.134991571,3.3125,male
0.145020841,0.067298316,0.114684609,0.125046257,2.936318019,17.15356466,0.085719092,0.145020841,3.1640625,male
0.111692076,0.079744523,0.104220183,0.11559633,0.985696262,3.81685608,0.008807339,0.111692076,0.3046875,male
0.13343119,0.075590049,0.13158042,0.122181818,1.344298776,,0.112783217,0.13343119,0.5859375,male
0.110682668,0.077645524,0.103733333,0.127466667,1.110100042,4.374227422,0.009066667,0.110682668,0.4609375,male
0.12833735,0.083162523,0.122666667,0.149066667,1.900326868,8.405812241,0.108533333,0.12833735,3.5234375,male
0.133594832,,,0.129612903,1.892490538,,0.127354839,0.133594832,0.4921875,male
0.128461597,0.077023594,0.12747784,0.116196616,1.404889673,5.848927132,0.127703465,0.128461597,0.5234375,male
0.118850224,0.077088647,0.118975553,0.122561118,1.99946719,8.721391282,0.123538999,0.118850224,0.2890625,male
0.141909368,0.076153546,0.132439479,0.107932961,1.848922005,7.90486582,0.118361266,0.141909368,5.28125,male
0.113763716,0.076831871,0.109908925,0.142040073,1.935175667,8.230453169,0.106338798,0.113763716,1.375,male
0.150862475,0.074831191,0.139380531,0.104070796,2.856022684,12.28608986,0.143716814,0.150862475,0.453125,male
0.137313249,0.077583497,0.152925878,0.120884265,1.84605037,7.072493124,0.015292588,0.137313249,6.0546875,male
0.14452357,0.076059305,0.162253995,0.106442389,1.869411778,6.776297552,0.163666947,0.14452357,1.7734375,male
0.14553057,0.078547345,0.160583431,0.121866978,2.114403473,8.486700443,0.16042007,0.14553057,5.9296875,male
0.138794665,0.074472801,,,1.879191232,7.298108253,0.178662583,0.138794665,6.3515625,male
0.149095716,0.073902942,0.163917084,0.113681201,,,0.172923517,0.149095716,5.3359375,male
0.145027257,0.080244027,0.158185208,0.1292977,1.462297427,5.371888054,0.021230578,0.145027257,6.3125,male
0.149560766,0.076884563,0.173370217,0.105984325,2.389099206,,0.182664822,0.149560766,5.8515625,male
0.148974343,0.077394775,0.168856383,0.111702128,,8.127694051,0.185239362,0.148974343,5.9296875,male
0.159905387,0.077485227,0.168106734,0.125412961,1.055362758,4.512376153,0.200304956,0.159905387,2.5625,male
0.146143734,0.07324903,0.162976836,0.106811237,1.732992385,6.252862175,0.181192706,0.146143734,6.1015625,male
0.171766033,0.064629033,0.189385113,0.100582524,1.354595306,4.138927385,0.218532902,0.171766033,6.0078125,male
0.15350374,0.074293323,0.172014995,0.11651359,1.425215276,5.243746601,0.015613871,0.15350374,6.1796875,male
0.168304611,0.073633876,0.191779517,,1.653817397,6.069665829,0.016862879,0.168304611,5.46875,male
0.195750488,0.037821133,0.202781775,0.041966427,2.46284741,10.0304941,0.20882494,0.195750488,19.8046875,female
0.184702632,0.033981934,0.18173913,0.03826087,2.342370873,8.635110354,0.183043478,0.184702632,8.0390625,female
0.181748894,0.031095804,0.18030303,0.028787879,2.946435944,11.95382754,0.191515152,0.181748894,11.53125,female
0.181639229,0.034513993,0.174290976,0.028360958,3.572509224,17.94387472,0.170165746,0.181639229,9.75,female
0.196909306,0.041959509,0.193666667,0.048611111,1.820306058,6.07282344,0.186666667,0.196909306,9.3046875,female
0.186370118,0.031625009,0.181253918,0.035109718,2.648135121,10.33807707,0.182131661,0.186370118,9.28125,female
0.193111653,0.034134222,0.186330935,0.045323741,3.302238318,19.11757035,0.173573141,0.193111653,9.375,female
0.193460595,0.035204649,0.189960784,0.045385621,1.726277032,5.234422872,0.183372549,0.193460595,8.9765625,female
0.194249751,0.037110477,0.191086351,0.053816156,1.6258142,5.025590756,0.190696379,0.194249751,11.578125,female
0.190408403,0.034724939,0.185516179,0.038828968,2.363177315,8.568991345,0.18422188,0.190408403,9.6796875,female
0.191336327,0.034237033,0.190560191,0.03170441,2.247723823,7.964652807,0.202908224,0.191336327,9.234375,female
0.193605246,0.034647315,0.184615385,0.044230769,3.062335631,14.97562457,0.181923077,0.193605246,9.5859375,female
0.184142037,0.036291221,0.182685069,0.033726474,3.958108451,24.00831909,0.184792974,0.184142037,4.21875,female
0.1863085,0.042347965,0.178274605,0.044228433,3.434259735,18.67650346,0.171130012,0.1863085,8.0390625,female
0.191055166,0.036377491,0.179898219,0.052010178,3.024759836,13.86349033,0.164223919,0.191055166,7.2421875,female
0.193508,0.033231247,0.19587057,0.036671803,2.838681536,12.82605828,0.202342065,0.193508,10.640625,female
0.187506064,0.033577874,0.187789474,0.031578947,2.755335739,11.46409578,0.190315789,0.187506064,11.578125,female
0.177098438,0.033985036,0.17206951,0.026540284,2.988372214,12.4115693,0.167203791,0.177098438,7.359375,female
0.185578892,0.040186007,0.177271523,0.038569536,2.915659475,12.09591026,0.177271523,0.185578892,11.484375,female
0.185635395,0.041935656,0.173206198,0.041716329,4.551163163,29.04760872,0.162526818,0.185635395,8.109375,female
0.190492533,0.034786015,0.181631579,0.048263158,2.382862607,9.050107994,0.180526316,0.190492533,7.1484375,female
0.187395541,0.044700263,0.185597964,0.034910941,2.454543562,9.671797586,0.174198473,0.187395541,6.5859375,female
0.202353577,0.035542655,0.205849802,0.055335968,1.753197595,5.26478777,0.235177866,0.202353577,3.8203125,female
0.184061634,0.040805986,0.173429812,0.038900145,3.807410374,20.0342729,0.170188133,0.184061634,4.1015625,female
0.181589692,0.032103213,0.175877437,0.022228412,3.394448224,15.05546567,0.175097493,0.181589692,8.7890625,female
0.201903799,0.036923337,0.196107554,0.046248399,2.20944935,7.935223587,0.180691421,0.201903799,11.5078125,female
0.188179187,0.033250895,0.184742268,0.034278351,2.010041452,6.229867471,0.177525773,0.188179187,10.8046875,female
0.187283512,0.035719189,0.183171806,0.046563877,2.593961539,10.9387674,0.161894273,0.187283512,10.3125,female
0.176410081,0.032358143,0.17196347,0.029406393,2.717530568,11.08511846,0.15630137,0.176410081,11.625,female
0.193523363,0.038389466,0.200041841,0.053598326,1.752535126,5.537598358,0.153179916,0.193523363,9.140625,female
0.188522388,0.034891291,0.18367688,0.042506964,2.47939319,10.25016968,0.162228412,0.188522388,9.3984375,female
0.184762134,0.034018272,0.181464968,0.03477707,2.156124837,7.127315355,0.172993631,0.184762134,10.9453125,female
0.193174533,0.04108471,0.184850843,0.057380026,2.474982897,10.44190438,0.174319066,0.193174533,7.9921875,female
0.185827215,0.03509635,0.180990099,0.03009901,2.766888403,10.46483914,0.182178218,0.185827215,3.75,female
0.184799701,0.037040603,0.184954128,0.02911315,3.28431254,16.00143573,0.190091743,0.184799701,11.15625,female
0.187615753,0.036183078,0.1802849,0.041880342,3.054921598,15.76011328,0.168717949,0.187615753,9.1875,female
0.188623997,0.038734105,0.183567036,0.043050431,1.995435586,6.648678163,0.175301353,0.188623997,7.2421875,female
0.194910192,0.044559548,0.189724138,0.061310345,2.700975436,12.3434649,0.168,0.194910192,9.046875,female
0.19359881,0.034550251,0.188452174,0.025321739,3.520891384,17.32558381,0.182608696,0.19359881,8.484375,female
0.181329791,0.044457266,0.169239281,0.046473029,3.538380947,18.03142876,0.162268326,0.181329791,10.640625,female
0.190043867,0.040268309,0.184090339,0.038644918,3.027007683,14.65315471,0.174604768,0.190043867,10.1015625,female
0.196426044,0.035256289,0.193617021,0.047659574,1.974331106,7.05869206,0.169787234,0.196426044,3.2109375,female
0.184188485,0.043292281,0.175376344,0.047043011,2.407694152,9.043703699,0.167849462,0.184188485,8.3671875,female
0.191454714,0.037625332,0.19155624,0.045300462,1.610862413,4.72398124,0.179476117,0.191454714,9,female
0.186229971,0.032530249,0.17877551,0.038367347,3.761458602,22.19860145,0.173061224,0.186229971,9.9140625,female
0.185092628,0.03562072,0.177007481,0.041546135,3.487114352,20.37624142,0.170374065,0.185092628,15.0703125,female
0.189449863,0.042000464,0.180470263,0.053443983,2.385795706,9.083661283,0.178921162,0.189449863,12.5625,female
0.1886873,0.042357375,0.1792,0.053096296,2.640277253,11.25931578,0.168,0.1886873,9.1171875,female
0.193594779,0.036753455,0.192560276,0.06043628,1.505201182,4.321013167,0.159448909,0.193594779,9.2109375,female
0.182167618,0.037331527,0.171089109,0.058217822,2.864531978,12.82919072,0.167920792,0.182167618,10.7109375,female
0.213625895,0.046308532,0.222068966,0.081191223,1.477635527,4.609920353,0.16369906,0.213625895,9.2109375,female
0.180433057,0.032401422,0.175744681,0.044184397,2.326817833,8.49368696,0.156879433,0.180433057,8.015625,female
